country_name, Index_of_happiness, global_rank, available_data_date, regions
Países Bajos,7.41,5,2013-2021,G20
Luxemburgo,7.4,6,2013-2021,G20
Suecia,7.38,7,2013-2021,G20
Noruega,7.37,8,2013-2021,G20
Israel,7.36,9,2013-2021,G20
Nueva Zelanda,7.2,10,2013-2021,G20
Australia,7.16,11,2013-2021,G20
Austria,7.16,12,2013-2021,G20
Irlanda,7.04,13,2013-2021,G20
Alemania,7.03,14,2013-2021,G20
Canadá,7.03,15,2013-2021,G20
Estados Unidos,6.98,16,2013-2021,G20
Reino Unido,6.94,17,2013-2021,G20
República Checa,6.92,18,2013-2021,G20
Bélgica,6.8,19,2013-2021,G20
Francia,6.69,20,2013-2021,G20
Bahrein,6.65,21,2013-2021,G20
Eslovenia,6.63,22,2013-2021,G20
Costa Rica,6.58,23,2013-2021,G20
Emir. Árab. Uni.,6.58,24,2013-2021,G20
Arabia Saudita,6.52,25,2013-2021,G20
Taiwan,6.51,26,2013-2021,G20
España,6.48,27,2013-2021,G20
Romania,6.48,28,2013-2021,G20
Singapur,6.48,29,2013-2021,G20
Italia,6.47,30,2013-2021,G20
Uruguay,6.47,31,2013-2021,G20
Lituania,6.45,32,2013-2021,G20
Malta,6.45,33,2013-2021,G20
Rep. Eslovaca,6.39,34,2013-2021,G20
Estonia,6.34,35,2013-2021,G20
Panamá,6.31,36,2013-2021,G20
Brasil,6.29,37,2013-2021,G20
Guatemala,6.26,38,2013-2021,G20
Kazajstán,6.23,39,2013-2021,G20
Chipre,6.22,40,2013-2021,G20
Letonia,6.18,41,2013-2021,G20
Serbia,6.18,42,2013-2021,G20
Chile,6.17,43,2013-2021,G20
Nicaragua,6.16,44,2013-2021,G20
Croacia,6.13,45,2013-2021,G20
México,6.13,46,2013-2021,G20
El Salvador,6.12,47,2013-2021,G20
Polonia,6.12,48,2013-2021,G20
Kuwait,6.11,49,2013-2021,G20
Hungría,6.09,50,2013-2021,G20
Mauricio,6.07,51,2013-2021,G20
Uzbekistán,6.06,52,2013-2021,G20
Japón,6.04,53,2013-2021,G20
Honduras,6.02,54,2013-2021,G20
Portugal,6.02,55,2013-2021,G20
Argentina,5.97,56,2013-2021,G20
Grecia,5.95,57,2013-2021,G20
Corea del Sur,5.94,58,2013-2021,G20
Filipinas,5.9,59,2013-2021,G20
Tailandia,5.89,60,2013-2021,G20
Rep. de Moldova,5.86,61,2013-2021,G20
Jamaica,5.85,62,2013-2021,G20
Kirguistán,5.83,63,2013-2021,G20
Belarús,5.82,64,2013-2021,G20
Colombia,5.78,65,2013-2021,G20
Bosnia y Herz.,5.77,66,2013-2021,G20
Mongolia,5.76,67,2013-2021,G20
Rep. Dominicana,5.74,68,2013-2021,G20
Malasia,5.71,69,2013-2021,G20
Bolivia,5.6,70,2013-2021,G20
China,5.59,71,2013-2021,G20
Paraguay,5.58,72,2013-2021,G20
Perú,5.56,73,2013-2021,G20
Montenegro,5.55,74,2013-2021,G20
Ecuador,5.53,75,2013-2021,G20
Viet Nam,5.49,76,2013-2021,G20
Turkmenistán,5.47,77,2013-2021,G20
Rusia,5.46,78,2013-2021,G20
Hong Kong,5.42,79,2013-2021,G20
Armenia,5.4,80,2013-2021,G20
Nepal,5.38,81,2013-2021,G20
Tayikistán,5.38,82,2013-2021,G20
Bulgaria,5.37,83,2013-2021,G20
Libia,5.33,84,2013-2021,G20
Indonesia,5.24,85,2013-2021,G20
Côte d'Ivoire,5.23,86,2015-2021,G20
Albania,5.2,87,2013-2021,G20
Macedonia,5.2,88,2013-2021,G20
Sudáfrica,5.19,89,2013-2021,G20
Azerbaiyán,5.17,90,2013-2021,G20
Bangladesh,5.16,91,2013-2021,G20
Gambia,5.16,92,2019-2021,G20
Laos,5.14,93,2013-2021,G20
Argelia,5.12,94,2013-2021,G20
Liberia,5.12,95,2013-2021,G20
Ukraine,5.08,96,2013-2021,G20
Marruecos,5.06,97,2013-2021,G20
Camerún,5.05,98,2013-2021,G20
Mozambique,5.05,99,2017-2021,G20
Senegal,5.05,100,2013-2021,G20
Níger,5,101,2013-2021,G20
Georgia,4.97,102,2013-2021,G20
Gabón,4.96,103,2013-2021,G20
Iraq,4.94,104,2013-2021,G20
Venezuela,4.93,105,2013-2021,G20
Guinea,4.89,106,2013-2021,G20
Irán,4.89,107,2013-2021,G20
Ghana,4.87,108,2013-2021,G20
Turquía,4.74,109,2013-2021,G20
Burkina Faso,4.67,110,2013-2021,G20
Camboya,4.64,111,2013-2021,G20
Benin,4.62,112,2013-2021,G20
Uganda,4.6,113,2013-2021,G20
Nigeria,4.55,114,2013-2021,G20
Kenya,4.54,115,2013-2021,G20
Pakistán,4.52,116,2013-2021,G20
Túnez,4.52,117,2013-2021,G20
Malí,4.48,118,2013-2021,G20
Namibia,4.46,119,2016-2021,G20
Swazilandia,4.4,120,2013-2021,G20
Myanmar,4.39,121,2013-2021,G20
Sri Lanka,4.36,122,2013-2021,G20
Madagascar,4.34,123,2013-2021,G20
Egipto,4.29,124,2013-2021,G20
Chad,4.25,125,2013-2021,G20
Etiopía,4.24,126,2013-2021,G20
Yemen,4.2,127,2013-2021,G20
Jordania,4.15,128,2013-2021,G20
Mauritania,4.15,129,2013-2021,G20
Togo,4.11,130,2013-2021,G20
India,3.78,131,2013-2021,G20
Zambia,3.76,132,2013-2021,G20
Malawi,3.75,133,2013-2021,G20
Tanzanía,3.7,134,2013-2021,G20
Sierra Leona,3.57,135,2013-2021,G20
Lesotho,3.51,136,2013-2021,G20
Botswana,3.47,137,2013-2021,G20
Rwanda,3.27,138,2013-2021,G20
Zimbabwe,3,139,2013-2021,G20
Líbano,2.96,140,2013-2021,G20
Afganistán,2.4,141,2013-2021,G20
Finlandia,7.82,1,2013-2021,OECD
Dinamarca,7.64,2,2013-2021,OECD
Islandia,7.56,3,2013-2021,OECD
Suiza,7.51,4,2013-2021,OECD
Países Bajos,7.41,5,2013-2021,OECD
Luxemburgo,7.4,6,2013-2021,OECD
Suecia,7.38,7,2013-2021,OECD
Noruega,7.37,8,2013-2021,OECD
Israel,7.36,9,2013-2021,OECD
Nueva Zelanda,7.2,10,2013-2021,OECD
Australia,7.16,11,2013-2021,OECD
Austria,7.16,12,2013-2021,OECD
Irlanda,7.04,13,2013-2021,OECD
Alemania,7.03,14,2013-2021,OECD
Canadá,7.03,15,2013-2021,OECD
Estados Unidos,6.98,16,2013-2021,OECD
Reino Unido,6.94,17,2013-2021,OECD
República Checa,6.92,18,2013-2021,OECD
Bélgica,6.8,19,2013-2021,OECD
Francia,6.69,20,2013-2021,OECD
Bahrein,6.65,21,2013-2021,OECD
Eslovenia,6.63,22,2013-2021,OECD
Costa Rica,6.58,23,2013-2021,OECD
Emir. Árab. Uni.,6.58,24,2013-2021,OECD
Arabia Saudita,6.52,25,2013-2021,OECD
Taiwan,6.51,26,2013-2021,OECD
España,6.48,27,2013-2021,OECD
Romania,6.48,28,2013-2021,OECD
Singapur,6.48,29,2013-2021,OECD
Italia,6.47,30,2013-2021,OECD
Uruguay,6.47,31,2013-2021,OECD
Lituania,6.45,32,2013-2021,OECD
Malta,6.45,33,2013-2021,OECD
Rep. Eslovaca,6.39,34,2013-2021,OECD
Estonia,6.34,35,2013-2021,OECD
Panamá,6.31,36,2013-2021,OECD
Brasil,6.29,37,2013-2021,OECD
Guatemala,6.26,38,2013-2021,OECD
Kazajstán,6.23,39,2013-2021,OECD
Chipre,6.22,40,2013-2021,OECD
Letonia,6.18,41,2013-2021,OECD
Serbia,6.18,42,2013-2021,OECD
Chile,6.17,43,2013-2021,OECD
Nicaragua,6.16,44,2013-2021,OECD
Croacia,6.13,45,2013-2021,OECD
México,6.13,46,2013-2021,OECD
El Salvador,6.12,47,2013-2021,OECD
Polonia,6.12,48,2013-2021,OECD
Kuwait,6.11,49,2013-2021,OECD
Hungría,6.09,50,2013-2021,OECD
Mauricio,6.07,51,2013-2021,OECD
Uzbekistán,6.06,52,2013-2021,OECD
Japón,6.04,53,2013-2021,OECD
Honduras,6.02,54,2013-2021,OECD
Portugal,6.02,55,2013-2021,OECD
Argentina,5.97,56,2013-2021,OECD
Grecia,5.95,57,2013-2021,OECD
Corea del Sur,5.94,58,2013-2021,OECD
Filipinas,5.9,59,2013-2021,OECD
Tailandia,5.89,60,2013-2021,OECD
Rep. de Moldova,5.86,61,2013-2021,OECD
Jamaica,5.85,62,2013-2021,OECD
Kirguistán,5.83,63,2013-2021,OECD
Belarús,5.82,64,2013-2021,OECD
Colombia,5.78,65,2013-2021,OECD
Bosnia y Herz.,5.77,66,2013-2021,OECD
Mongolia,5.76,67,2013-2021,OECD
Rep. Dominicana,5.74,68,2013-2021,OECD
Malasia,5.71,69,2013-2021,OECD
Bolivia,5.6,70,2013-2021,OECD
China,5.59,71,2013-2021,OECD
Paraguay,5.58,72,2013-2021,OECD
Perú,5.56,73,2013-2021,OECD
Montenegro,5.55,74,2013-2021,OECD
Ecuador,5.53,75,2013-2021,OECD
Viet Nam,5.49,76,2013-2021,OECD
Turkmenistán,5.47,77,2013-2021,OECD
Rusia,5.46,78,2013-2021,OECD
Hong Kong,5.42,79,2013-2021,OECD
Armenia,5.4,80,2013-2021,OECD
Nepal,5.38,81,2013-2021,OECD
Tayikistán,5.38,82,2013-2021,OECD
Bulgaria,5.37,83,2013-2021,OECD
Libia,5.33,84,2013-2021,OECD
Indonesia,5.24,85,2013-2021,OECD
Côte d'Ivoire,5.23,86,2015-2021,OECD
Albania,5.2,87,2013-2021,OECD
Macedonia,5.2,88,2013-2021,OECD
Sudáfrica,5.19,89,2013-2021,OECD
Azerbaiyán,5.17,90,2013-2021,OECD
Bangladesh,5.16,91,2013-2021,OECD
Gambia,5.16,92,2019-2021,OECD
Laos,5.14,93,2013-2021,OECD
Argelia,5.12,94,2013-2021,OECD
Liberia,5.12,95,2013-2021,OECD
Ukraine,5.08,96,2013-2021,OECD
Marruecos,5.06,97,2013-2021,OECD
Camerún,5.05,98,2013-2021,OECD
Mozambique,5.05,99,2017-2021,OECD
Senegal,5.05,100,2013-2021,OECD
Níger,5,101,2013-2021,OECD
Georgia,4.97,102,2013-2021,OECD
Gabón,4.96,103,2013-2021,OECD
Iraq,4.94,104,2013-2021,OECD
Venezuela,4.93,105,2013-2021,OECD
Guinea,4.89,106,2013-2021,OECD
Irán,4.89,107,2013-2021,OECD
Ghana,4.87,108,2013-2021,OECD
Turquía,4.74,109,2013-2021,OECD
Burkina Faso,4.67,110,2013-2021,OECD
Camboya,4.64,111,2013-2021,OECD
Benin,4.62,112,2013-2021,OECD
Uganda,4.6,113,2013-2021,OECD
Nigeria,4.55,114,2013-2021,OECD
Kenya,4.54,115,2013-2021,OECD
Pakistán,4.52,116,2013-2021,OECD
Túnez,4.52,117,2013-2021,OECD
Malí,4.48,118,2013-2021,OECD
Namibia,4.46,119,2016-2021,OECD
Swazilandia,4.4,120,2013-2021,OECD
Myanmar,4.39,121,2013-2021,OECD
Sri Lanka,4.36,122,2013-2021,OECD
Madagascar,4.34,123,2013-2021,OECD
Egipto,4.29,124,2013-2021,OECD
Chad,4.25,125,2013-2021,OECD
Etiopía,4.24,126,2013-2021,OECD
Yemen,4.2,127,2013-2021,OECD
Jordania,4.15,128,2013-2021,OECD
Mauritania,4.15,129,2013-2021,OECD
Togo,4.11,130,2013-2021,OECD
India,3.78,131,2013-2021,OECD
Zambia,3.76,132,2013-2021,OECD
Malawi,3.75,133,2013-2021,OECD
Tanzanía,3.7,134,2013-2021,OECD
Sierra Leona,3.57,135,2013-2021,OECD
Lesotho,3.51,136,2013-2021,OECD
Botswana,3.47,137,2013-2021,OECD
Rwanda,3.27,138,2013-2021,OECD
Zimbabwe,3,139,2013-2021,OECD
Líbano,2.96,140,2013-2021,OECD
Afganistán,2.4,141,2013-2021,OECD
Finlandia,7.82,1,2013-2021,OPEC
Dinamarca,7.64,2,2013-2021,OPEC
Islandia,7.56,3,2013-2021,OPEC
Suiza,7.51,4,2013-2021,OPEC
Países Bajos,7.41,5,2013-2021,OPEC
Luxemburgo,7.4,6,2013-2021,OPEC
Suecia,7.38,7,2013-2021,OPEC
Noruega,7.37,8,2013-2021,OPEC
Israel,7.36,9,2013-2021,OPEC
Nueva Zelanda,7.2,10,2013-2021,OPEC
Australia,7.16,11,2013-2021,OPEC
Austria,7.16,12,2013-2021,OPEC
Irlanda,7.04,13,2013-2021,OPEC
Alemania,7.03,14,2013-2021,OPEC
Canadá,7.03,15,2013-2021,OPEC
Estados Unidos,6.98,16,2013-2021,OPEC
Reino Unido,6.94,17,2013-2021,OPEC
República Checa,6.92,18,2013-2021,OPEC
Bélgica,6.8,19,2013-2021,OPEC
Francia,6.69,20,2013-2021,OPEC
Bahrein,6.65,21,2013-2021,OPEC
Eslovenia,6.63,22,2013-2021,OPEC
Costa Rica,6.58,23,2013-2021,OPEC
Emir. Árab. Uni.,6.58,24,2013-2021,OPEC
Arabia Saudita,6.52,25,2013-2021,OPEC
Taiwan,6.51,26,2013-2021,OPEC
España,6.48,27,2013-2021,OPEC
Romania,6.48,28,2013-2021,OPEC
Singapur,6.48,29,2013-2021,OPEC
Italia,6.47,30,2013-2021,OPEC
Uruguay,6.47,31,2013-2021,OPEC
Lituania,6.45,32,2013-2021,OPEC
Malta,6.45,33,2013-2021,OPEC
Rep. Eslovaca,6.39,34,2013-2021,OPEC
Estonia,6.34,35,2013-2021,OPEC
Panamá,6.31,36,2013-2021,OPEC
Brasil,6.29,37,2013-2021,OPEC
Guatemala,6.26,38,2013-2021,OPEC
Kazajstán,6.23,39,2013-2021,OPEC
Chipre,6.22,40,2013-2021,OPEC
Letonia,6.18,41,2013-2021,OPEC
Serbia,6.18,42,2013-2021,OPEC
Chile,6.17,43,2013-2021,OPEC
Nicaragua,6.16,44,2013-2021,OPEC
Croacia,6.13,45,2013-2021,OPEC
México,6.13,46,2013-2021,OPEC
El Salvador,6.12,47,2013-2021,OPEC
Polonia,6.12,48,2013-2021,OPEC
Kuwait,6.11,49,2013-2021,OPEC
Hungría,6.09,50,2013-2021,OPEC
Mauricio,6.07,51,2013-2021,OPEC
Uzbekistán,6.06,52,2013-2021,OPEC
Japón,6.04,53,2013-2021,OPEC
Honduras,6.02,54,2013-2021,OPEC
Portugal,6.02,55,2013-2021,OPEC
Argentina,5.97,56,2013-2021,OPEC
Grecia,5.95,57,2013-2021,OPEC
Corea del Sur,5.94,58,2013-2021,OPEC
Filipinas,5.9,59,2013-2021,OPEC
Tailandia,5.89,60,2013-2021,OPEC
Rep. de Moldova,5.86,61,2013-2021,OPEC
Jamaica,5.85,62,2013-2021,OPEC
Kirguistán,5.83,63,2013-2021,OPEC
Belarús,5.82,64,2013-2021,OPEC
Colombia,5.78,65,2013-2021,OPEC
Bosnia y Herz.,5.77,66,2013-2021,OPEC
Mongolia,5.76,67,2013-2021,OPEC
Rep. Dominicana,5.74,68,2013-2021,OPEC
Malasia,5.71,69,2013-2021,OPEC
Bolivia,5.6,70,2013-2021,OPEC
China,5.59,71,2013-2021,OPEC
Paraguay,5.58,72,2013-2021,OPEC
Perú,5.56,73,2013-2021,OPEC
Montenegro,5.55,74,2013-2021,OPEC
Ecuador,5.53,75,2013-2021,OPEC
Viet Nam,5.49,76,2013-2021,OPEC
Turkmenistán,5.47,77,2013-2021,OPEC
Rusia,5.46,78,2013-2021,OPEC
Hong Kong,5.42,79,2013-2021,OPEC
Armenia,5.4,80,2013-2021,OPEC
Nepal,5.38,81,2013-2021,OPEC
Tayikistán,5.38,82,2013-2021,OPEC
Bulgaria,5.37,83,2013-2021,OPEC
Libia,5.33,84,2013-2021,OPEC
Indonesia,5.24,85,2013-2021,OPEC
Côte d'Ivoire,5.23,86,2015-2021,OPEC
Albania,5.2,87,2013-2021,OPEC
Macedonia,5.2,88,2013-2021,OPEC
Sudáfrica,5.19,89,2013-2021,OPEC
Azerbaiyán,5.17,90,2013-2021,OPEC
Bangladesh,5.16,91,2013-2021,OPEC
Gambia,5.16,92,2019-2021,OPEC
Laos,5.14,93,2013-2021,OPEC
Argelia,5.12,94,2013-2021,OPEC
Liberia,5.12,95,2013-2021,OPEC
Ukraine,5.08,96,2013-2021,OPEC
Marruecos,5.06,97,2013-2021,OPEC
Camerún,5.05,98,2013-2021,OPEC
Mozambique,5.05,99,2017-2021,OPEC
Senegal,5.05,100,2013-2021,OPEC
Níger,5,101,2013-2021,OPEC
Georgia,4.97,102,2013-2021,OPEC
Gabón,4.96,103,2013-2021,OPEC
Iraq,4.94,104,2013-2021,OPEC
Venezuela,4.93,105,2013-2021,OPEC
Guinea,4.89,106,2013-2021,OPEC
Irán,4.89,107,2013-2021,OPEC
Ghana,4.87,108,2013-2021,OPEC
Turquía,4.74,109,2013-2021,OPEC
Burkina Faso,4.67,110,2013-2021,OPEC
Camboya,4.64,111,2013-2021,OPEC
Benin,4.62,112,2013-2021,OPEC
Uganda,4.6,113,2013-2021,OPEC
Nigeria,4.55,114,2013-2021,OPEC
Kenya,4.54,115,2013-2021,OPEC
Pakistán,4.52,116,2013-2021,OPEC
Túnez,4.52,117,2013-2021,OPEC
Malí,4.48,118,2013-2021,OPEC
Namibia,4.46,119,2016-2021,OPEC
Swazilandia,4.4,120,2013-2021,OPEC
Myanmar,4.39,121,2013-2021,OPEC
Sri Lanka,4.36,122,2013-2021,OPEC
Madagascar,4.34,123,2013-2021,OPEC
Egipto,4.29,124,2013-2021,OPEC
Chad,4.25,125,2013-2021,OPEC
Etiopía,4.24,126,2013-2021,OPEC
Yemen,4.2,127,2013-2021,OPEC
Jordania,4.15,128,2013-2021,OPEC
Mauritania,4.15,129,2013-2021,OPEC
Togo,4.11,130,2013-2021,OPEC
India,3.78,131,2013-2021,OPEC
Zambia,3.76,132,2013-2021,OPEC
Malawi,3.75,133,2013-2021,OPEC
Tanzanía,3.7,134,2013-2021,OPEC
Sierra Leona,3.57,135,2013-2021,OPEC
Lesotho,3.51,136,2013-2021,OPEC
Botswana,3.47,137,2013-2021,OPEC
Rwanda,3.27,138,2013-2021,OPEC
Zimbabwe,3,139,2013-2021,OPEC
Líbano,2.96,140,2013-2021,OPEC
Afganistán,2.4,141,2013-2021,OPEC
Finlandia,7.82,1,2013-2021,NATO
Dinamarca,7.64,2,2013-2021,NATO
Islandia,7.56,3,2013-2021,NATO
Suiza,7.51,4,2013-2021,NATO
Países Bajos,7.41,5,2013-2021,NATO
Luxemburgo,7.4,6,2013-2021,NATO
Suecia,7.38,7,2013-2021,NATO
Noruega,7.37,8,2013-2021,NATO
Israel,7.36,9,2013-2021,NATO
Nueva Zelanda,7.2,10,2013-2021,NATO
Australia,7.16,11,2013-2021,NATO
Austria,7.16,12,2013-2021,NATO
Irlanda,7.04,13,2013-2021,NATO
Alemania,7.03,14,2013-2021,NATO
Canadá,7.03,15,2013-2021,NATO
Estados Unidos,6.98,16,2013-2021,NATO
Reino Unido,6.94,17,2013-2021,NATO
República Checa,6.92,18,2013-2021,NATO
Bélgica,6.8,19,2013-2021,NATO
Francia,6.69,20,2013-2021,NATO
Bahrein,6.65,21,2013-2021,NATO
Eslovenia,6.63,22,2013-2021,NATO
Costa Rica,6.58,23,2013-2021,NATO
Emir. Árab. Uni.,6.58,24,2013-2021,NATO
Arabia Saudita,6.52,25,2013-2021,NATO
Taiwan,6.51,26,2013-2021,NATO
España,6.48,27,2013-2021,NATO
Romania,6.48,28,2013-2021,NATO
Singapur,6.48,29,2013-2021,NATO
Italia,6.47,30,2013-2021,NATO
Uruguay,6.47,31,2013-2021,NATO
Lituania,6.45,32,2013-2021,NATO
Malta,6.45,33,2013-2021,NATO
Rep. Eslovaca,6.39,34,2013-2021,NATO
Estonia,6.34,35,2013-2021,NATO
Panamá,6.31,36,2013-2021,NATO
Brasil,6.29,37,2013-2021,NATO
Guatemala,6.26,38,2013-2021,NATO
Kazajstán,6.23,39,2013-2021,NATO
Chipre,6.22,40,2013-2021,NATO
Letonia,6.18,41,2013-2021,NATO
Serbia,6.18,42,2013-2021,NATO
Chile,6.17,43,2013-2021,NATO
Nicaragua,6.16,44,2013-2021,NATO
Croacia,6.13,45,2013-2021,NATO
México,6.13,46,2013-2021,NATO
El Salvador,6.12,47,2013-2021,NATO
Polonia,6.12,48,2013-2021,NATO
Kuwait,6.11,49,2013-2021,NATO
Hungría,6.09,50,2013-2021,NATO
Mauricio,6.07,51,2013-2021,NATO
Uzbekistán,6.06,52,2013-2021,NATO
Japón,6.04,53,2013-2021,NATO
Honduras,6.02,54,2013-2021,NATO
Portugal,6.02,55,2013-2021,NATO
Argentina,5.97,56,2013-2021,NATO
Grecia,5.95,57,2013-2021,NATO
Corea del Sur,5.94,58,2013-2021,NATO
Filipinas,5.9,59,2013-2021,NATO
Tailandia,5.89,60,2013-2021,NATO
Rep. de Moldova,5.86,61,2013-2021,NATO
Jamaica,5.85,62,2013-2021,NATO
Kirguistán,5.83,63,2013-2021,NATO
Belarús,5.82,64,2013-2021,NATO
Colombia,5.78,65,2013-2021,NATO
Bosnia y Herz.,5.77,66,2013-2021,NATO
Mongolia,5.76,67,2013-2021,NATO
Rep. Dominicana,5.74,68,2013-2021,NATO
Malasia,5.71,69,2013-2021,NATO
Bolivia,5.6,70,2013-2021,NATO
China,5.59,71,2013-2021,NATO
Paraguay,5.58,72,2013-2021,NATO
Perú,5.56,73,2013-2021,NATO
Montenegro,5.55,74,2013-2021,NATO
Ecuador,5.53,75,2013-2021,NATO
Viet Nam,5.49,76,2013-2021,NATO
Turkmenistán,5.47,77,2013-2021,NATO
Rusia,5.46,78,2013-2021,NATO
Hong Kong,5.42,79,2013-2021,NATO
Armenia,5.4,80,2013-2021,NATO
Nepal,5.38,81,2013-2021,NATO
Tayikistán,5.38,82,2013-2021,NATO
Bulgaria,5.37,83,2013-2021,NATO
Libia,5.33,84,2013-2021,NATO
Indonesia,5.24,85,2013-2021,NATO
Côte d'Ivoire,5.23,86,2015-2021,NATO
Albania,5.2,87,2013-2021,NATO
Macedonia,5.2,88,2013-2021,NATO
Sudáfrica,5.19,89,2013-2021,NATO
Azerbaiyán,5.17,90,2013-2021,NATO
Bangladesh,5.16,91,2013-2021,NATO
Gambia,5.16,92,2019-2021,NATO
Laos,5.14,93,2013-2021,NATO
Argelia,5.12,94,2013-2021,NATO
Liberia,5.12,95,2013-2021,NATO
Ukraine,5.08,96,2013-2021,NATO
Marruecos,5.06,97,2013-2021,NATO
Camerún,5.05,98,2013-2021,NATO
Mozambique,5.05,99,2017-2021,NATO
Senegal,5.05,100,2013-2021,NATO
Níger,5,101,2013-2021,NATO
Georgia,4.97,102,2013-2021,NATO
Gabón,4.96,103,2013-2021,NATO
Iraq,4.94,104,2013-2021,NATO
Venezuela,4.93,105,2013-2021,NATO
Guinea,4.89,106,2013-2021,NATO
Irán,4.89,107,2013-2021,NATO
Ghana,4.87,108,2013-2021,NATO
Turquía,4.74,109,2013-2021,NATO
Burkina Faso,4.67,110,2013-2021,NATO
Camboya,4.64,111,2013-2021,NATO
Benin,4.62,112,2013-2021,NATO
Uganda,4.6,113,2013-2021,NATO
Nigeria,4.55,114,2013-2021,NATO
Kenya,4.54,115,2013-2021,NATO
Pakistán,4.52,116,2013-2021,NATO
Túnez,4.52,117,2013-2021,NATO
Malí,4.48,118,2013-2021,NATO
Namibia,4.46,119,2016-2021,NATO
Swazilandia,4.4,120,2013-2021,NATO
Myanmar,4.39,121,2013-2021,NATO
Sri Lanka,4.36,122,2013-2021,NATO
Madagascar,4.34,123,2013-2021,NATO
Egipto,4.29,124,2013-2021,NATO
Chad,4.25,125,2013-2021,NATO
Etiopía,4.24,126,2013-2021,NATO
Yemen,4.2,127,2013-2021,NATO
Jordania,4.15,128,2013-2021,NATO
Mauritania,4.15,129,2013-2021,NATO
Togo,4.11,130,2013-2021,NATO
India,3.78,131,2013-2021,NATO
Zambia,3.76,132,2013-2021,NATO
Malawi,3.75,133,2013-2021,NATO
Tanzanía,3.7,134,2013-2021,NATO
Sierra Leona,3.57,135,2013-2021,NATO
Lesotho,3.51,136,2013-2021,NATO
Botswana,3.47,137,2013-2021,NATO
Rwanda,3.27,138,2013-2021,NATO
Zimbabwe,3,139,2013-2021,NATO
Líbano,2.96,140,2013-2021,NATO
Afganistán,2.4,141,2013-2021,NATO
Finlandia,7.82,1,2013-2021,MSCI Emerging Markets
Dinamarca,7.64,2,2013-2021,MSCI Emerging Markets
Islandia,7.56,3,2013-2021,MSCI Emerging Markets
Suiza,7.51,4,2013-2021,MSCI Emerging Markets
Países Bajos,7.41,5,2013-2021,MSCI Emerging Markets
Luxemburgo,7.4,6,2013-2021,MSCI Emerging Markets
Suecia,7.38,7,2013-2021,MSCI Emerging Markets
Noruega,7.37,8,2013-2021,MSCI Emerging Markets
Israel,7.36,9,2013-2021,MSCI Emerging Markets
Nueva Zelanda,7.2,10,2013-2021,MSCI Emerging Markets
Australia,7.16,11,2013-2021,MSCI Emerging Markets
Austria,7.16,12,2013-2021,MSCI Emerging Markets
Irlanda,7.04,13,2013-2021,MSCI Emerging Markets
Alemania,7.03,14,2013-2021,MSCI Emerging Markets
Canadá,7.03,15,2013-2021,MSCI Emerging Markets
Estados Unidos,6.98,16,2013-2021,MSCI Emerging Markets
Reino Unido,6.94,17,2013-2021,MSCI Emerging Markets
República Checa,6.92,18,2013-2021,MSCI Emerging Markets
Bélgica,6.8,19,2013-2021,MSCI Emerging Markets
Francia,6.69,20,2013-2021,MSCI Emerging Markets
Bahrein,6.65,21,2013-2021,MSCI Emerging Markets
Eslovenia,6.63,22,2013-2021,MSCI Emerging Markets
Costa Rica,6.58,23,2013-2021,MSCI Emerging Markets
Emir. Árab. Uni.,6.58,24,2013-2021,MSCI Emerging Markets
Arabia Saudita,6.52,25,2013-2021,MSCI Emerging Markets
Taiwan,6.51,26,2013-2021,MSCI Emerging Markets
España,6.48,27,2013-2021,MSCI Emerging Markets
Romania,6.48,28,2013-2021,MSCI Emerging Markets
Singapur,6.48,29,2013-2021,MSCI Emerging Markets
Italia,6.47,30,2013-2021,MSCI Emerging Markets
Uruguay,6.47,31,2013-2021,MSCI Emerging Markets
Lituania,6.45,32,2013-2021,MSCI Emerging Markets
Malta,6.45,33,2013-2021,MSCI Emerging Markets
Rep. Eslovaca,6.39,34,2013-2021,MSCI Emerging Markets
Estonia,6.34,35,2013-2021,MSCI Emerging Markets
Panamá,6.31,36,2013-2021,MSCI Emerging Markets
Brasil,6.29,37,2013-2021,MSCI Emerging Markets
Guatemala,6.26,38,2013-2021,MSCI Emerging Markets
Kazajstán,6.23,39,2013-2021,MSCI Emerging Markets
Chipre,6.22,40,2013-2021,MSCI Emerging Markets
Letonia,6.18,41,2013-2021,MSCI Emerging Markets
Serbia,6.18,42,2013-2021,MSCI Emerging Markets
Chile,6.17,43,2013-2021,MSCI Emerging Markets
Nicaragua,6.16,44,2013-2021,MSCI Emerging Markets
Croacia,6.13,45,2013-2021,MSCI Emerging Markets
México,6.13,46,2013-2021,MSCI Emerging Markets
El Salvador,6.12,47,2013-2021,MSCI Emerging Markets
Polonia,6.12,48,2013-2021,MSCI Emerging Markets
Kuwait,6.11,49,2013-2021,MSCI Emerging Markets
Hungría,6.09,50,2013-2021,MSCI Emerging Markets
Mauricio,6.07,51,2013-2021,MSCI Emerging Markets
Uzbekistán,6.06,52,2013-2021,MSCI Emerging Markets
Japón,6.04,53,2013-2021,MSCI Emerging Markets
Honduras,6.02,54,2013-2021,MSCI Emerging Markets
Portugal,6.02,55,2013-2021,MSCI Emerging Markets
Argentina,5.97,56,2013-2021,MSCI Emerging Markets
Grecia,5.95,57,2013-2021,MSCI Emerging Markets
Corea del Sur,5.94,58,2013-2021,MSCI Emerging Markets
Filipinas,5.9,59,2013-2021,MSCI Emerging Markets
